source,line_no,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer_old,correct_index,correct_option_text,explanation,options_parse_error
questions_seed_300.sql,185,college,The argument ___ scrutiny.,A. withstands,B. withstand,C. withstanding,D. withstood,A,0,A. withstands,第三人稱現在 withstands。,
questions_seed_300.sql,186,college,The sample size is ___.,A. inadequate,B. inadequately,C. inadequacy,D. inadequateness,A,0,A. inadequate,形容詞補語 inadequate。,
questions_seed_300.sql,187,college,The researchers ___ their conclusions cautiously.,A. stated,B. state,C. stating,D. states,A,0,A. stated,過去陳述 stated。,
questions_seed_300.sql,188,college,The model ___ reality only partially.,A. reflects,B. reflect,C. reflecting,D. reflected,A,0,A. reflects,現在式 reflects。,
questions_seed_300.sql,189,college,The trend has ___ since 2020.,A. accelerated,B. accelerate,C. accelerating,D. accelerates,A,0,A. accelerated,現在完成式 has accelerated。,
questions_seed_300.sql,190,college,The article ___ plagiarism in the draft.,A. alleged,B. alleges,C. allege,D. alleging,A,0,A. alleged,過去報導 alleged。,
questions_seed_300.sql,191,college,"Prior ___ the meeting, circulate the agenda.",A. to,B. than,C. of,D. for,A,0,A. to,prior to 相當於 before。,
questions_seed_300.sql,192,college,The ethics board rarely ___ approval without review.,A. withholds,B. withhold,C. withheld,D. withholding,A,0,A. withholds,描述慣例用現在式 withholds。,
questions_seed_300.sql,193,college,The manuscript was ___ peer review.,A. subjected to,B. subject to,C. subjecting to,D. subjective to,A,0,A. subjected to,be subjected to 遭受到…審查。,
questions_seed_300.sql,194,college,The speaker ___ an anecdote to illustrate the point.,A. invoked,B. invoke,C. invoking,D. invokes,A,0,A. invoked,過去演講援引 invoked。,
questions_seed_300.sql,195,college,The framework is ___ applicable across disciplines.,A. broadly,B. broad,C. broaden,D. breadth,A,0,A. broadly,修飾形容詞 applicable 用副詞 broadly。,
questions_seed_300.sql,196,college,The decline was ___ precipitous.,A. somewhat,B. somewhatly,C. some,D. something,A,0,A. somewhat,修飾形容詞 precipitous 用副詞 somewhat。,
questions_seed_300.sql,197,college,The author ___ the limitations of the study.,A. acknowledges,B. acknowledge,C. acknowledging,D. acknowledged,D,3,D. acknowledged,過去式 acknowledged 或現在 acknowledges；此處選 acknowledged 表文中承認。,
questions_seed_300.sql,198,college,The policy ___ unintended consequences.,A. entailed,B. entail,C. entailing,D. entails,A,0,A. entailed,過去造成 entailed。,
questions_seed_300.sql,199,college,The dataset was ___ anonymized.,A. properly,B. proper,C. prop,D. propriety,A,0,A. properly,修飾過去分詞用副詞 properly。,
questions_seed_300.sql,200,college,The reviewer questioned the paper's ___.,A. coherence,B. coherent,C. coherently,D. cohere,A,0,A. coherence,所有格後接名詞 coherence。,
questions_seed_300.sql,201,college,The conclusion does not ___ follow from the premises.,A. necessarily,B. necessary,C. necessity,D. necessitate,A,0,A. necessarily,修飾動詞 follow 用副詞 necessarily。,
questions_seed_300.sql,202,college,The theory was ___ received by peers.,A. well,B. good,C. best,D. better,A,0,A. well,修飾過去分詞 received 用副詞 well。,
questions_seed_300.sql,203,college,The grant ___ interdisciplinary collaboration.,A. fostered,B. foster,C. fostering,D. fosters,A,0,A. fostered,過去促進 fostered。,
questions_seed_300.sql,204,college,The lecture ___ key terminology.,A. clarified,B. clarify,C. clarifying,D. clarifies,A,0,A. clarified,過去闡明 clarified。,
questions_seed_300.sql,205,college,The experiment ___ a controlled environment.,A. used,B. use,C. using,D. uses,A,0,A. used,過去使用 used。,
questions_seed_300.sql,206,college,Participants were ___ at random.,A. assigned,B. assign,C. assigning,D. assigns,A,0,A. assigned,過去分詞被指派 assigned。,
questions_seed_300.sql,207,college,The survey ___ self-reported bias.,A. exhibits,B. exhibit,C. exhibiting,D. exhibited,D,3,D. exhibited,過去顯示 exhibited 或現在 exhibits；選 exhibited 表調查當時。,
questions_seed_300.sql,208,college,The algorithm ___ faster convergence.,A. enabled,B. enable,C. enabling,D. enables,A,0,A. enabled,過去使可能 enabled。,
questions_seed_300.sql,209,college,The chapter ___ the historical context.,A. sketches,B. sketch,C. sketching,D. sketched,D,3,D. sketched,過去概述 sketched。,
questions_seed_300.sql,210,college,The index ___ several omissions.,A. contains,B. contain,C. containing,D. contained,D,3,D. contained,過去包含 contained。,
questions_seed_300.sql,211,college,The keynote ___ the conference theme.,A. addressed,B. address,C. addressing,D. addresses,A,0,A. addressed,過去呼應 addressed。,
questions_seed_300.sql,212,college,The panel ___ for three hours.,A. lasted,B. last,C. lasting,D. lasts,A,0,A. lasted,過去持續 lasted。,
questions_seed_300.sql,213,college,The editor ___ the manuscript for clarity.,A. tightened,B. tighten,C. tightening,D. tightens,A,0,A. tightened,過去修訂 tightened。,
questions_seed_300.sql,214,college,The grant proposal was ___.,A. rejected,B. reject,C. rejecting,D. rejects,A,0,A. rejected,被動過去分詞 rejected。,
questions_seed_300.sql,215,college,The university ___ new admissions criteria.,A. adopted,B. adopt,C. adopting,D. adopts,A,0,A. adopted,過去採納 adopted。,
questions_seed_300.sql,216,college,The lecture hall was ___ full.,A. nearly,B. near,C. nearest,D. nearer,A,0,A. nearly,修飾形容詞 full 用副詞 nearly。,
questions_seed_300.sql,217,college,The article ___ a literature review.,A. includes,B. include,C. including,D. included,D,3,D. included,過去包含 included。,
questions_seed_300.sql,218,college,The seminar ___ graduate students only.,A. targeted,B. target,C. targeting,D. targets,A,0,A. targeted,過去以…為對象 targeted。,
questions_seed_300.sql,219,college,The findings need to be ___ in a larger sample.,A. replicated,B. replicate,C. replicating,D. replicates,A,0,A. replicated,研究須在更大樣本中「重複驗證」。,
questions_seed_300.sql,220,college,The paper ___ ethical approval before data collection.,A. obtained,B. obtain,C. obtaining,D. obtains,A,0,A. obtained,過去取得倫理核准 obtained。,
questions_seed_300.sql,221,college,The authors ___ any conflicts of interest.,A. disclosed,B. disclose,C. disclosing,D. discloses,A,0,A. disclosed,過去揭露利益衝突 disclosed。,
questions_seed_300.sql,222,college,The discussion section ___ the results to theory.,A. relates,B. relate,C. relating,D. related,D,3,D. related,過去將結果連結理論 related。,
questions_seed_300.sql,223,college,Table 2 ___ descriptive statistics for each group.,A. summarizes,B. summarize,C. summarizing,D. summarized,D,3,D. summarized,過去式 summarized 表列出／總述。,
questions_seed_300.sql,224,college,The limitation ___ the cross-sectional design.,A. concerns,B. concern,C. concerning,D. concerned,A,0,A. concerns,描述研究限制常用現在式 concerns，表示『此限制在於／涉及…』。,
questions_seed_300.sql,225,college,Future research should ___ longitudinal methods.,A. employ,B. employs,C. employing,D. employed,A,0,A. employ,情態動詞後接原形 employ。,
questions_seed_300.sql,226,college,The coefficient was statistically ___ at p < .05.,A. significant,B. significantly,C. significance,D. signify,A,0,A. significant,形容詞補語 significant 表示達顯著水準。,
questions_seed_300.sql,227,professor,The term 'morpheme' refers to ___.,A. a minimal meaningful unit,B. a speech sound,C. a dialect variant,D. a writing system,A,0,A. a minimal meaningful unit,語言學中 morpheme 為最小有意義單位。,
questions_seed_300.sql,228,professor,A phoneme is best described as ___.,A. a letter of the alphabet,B. a contrastive sound category,C. a syllable,D. a stress pattern,B,1,B. a contrastive sound category,音位是具區別意義功能的音類別。,
questions_seed_300.sql,229,professor,"In linguistics, 'syntax' concerns ___.",A. word meanings,B. sentence structure,C. sound patterns,D. language history,B,1,B. sentence structure,句法研究句子結構。,
questions_seed_300.sql,230,professor,Semantics primarily deals with ___.,A. pronunciation,B. meaning,C. spelling reform,D. orthography,B,1,B. meaning,語義學研究意義。,
questions_seed_300.sql,231,professor,Pragmatics focuses on ___.,A. sentence length,B. language use in context,C. phonetic transcription,D. etymology,B,1,B. language use in context,語用學關注語境中的使用。,
questions_seed_300.sql,232,professor,An example of a polyseme is 'bank' meaning river edge and financial institution; this illustrates ___.,A. homophony,B. polysemy,C. synonymy,D. antonymy,B,1,B. polysemy,同一詞形多義為 polysemy。,
questions_seed_300.sql,233,professor,"If two words sound identical but differ in meaning and spelling, they are ___.",A. synonyms,B. homophones,C. hypernyms,D. collocations,B,1,B. homophones,同音異義為 homophones。,
questions_seed_300.sql,234,professor,The study of word origins is ___.,A. syntax,B. phonology,C. etymology,D. morphology,C,2,C. etymology,詞源研究為 etymology。,
questions_seed_300.sql,235,professor,"In English, 'unhappiness' contains ___.",A. one morpheme,B. two morphemes,C. three morphemes,D. four morphemes,C,2,C. three morphemes,un + happy + ness 三個詞素。,
questions_seed_300.sql,236,professor,Which pair illustrates phonemic contrast (minimal pairs)?,A. pin vs spin /p/,B. pit vs bit /p/-/b/,C. cat vs cats /s/-/z/,D. ship vs sheep,B,1,B. pit vs bit /p/-/b/,pit / bit 僅差一個音位 /p/ 與 /b/，為最小對立組，顯示音位對立。,
questions_seed_300.sql,237,professor,A prescriptive rule tells speakers ___.,A. how language is actually used,B. how they ought to use language,C. how babies acquire language,D. how dialects spread,B,1,B. how they ought to use language,規範語法規定「應如何」使用。,
questions_seed_300.sql,238,professor,Descriptive linguistics aims to ___.,A. rank languages,B. describe actual usage,C. ban loanwords,D. fix spelling,B,1,B. describe actual usage,描寫語言學描述實際用法。,
questions_seed_300.sql,239,professor,The sapir-whorf hypothesis concerns ___.,A. sound symbolism,B. language and thought,C. language families,D. writing direction,B,1,B. language and thought,薩丕爾—沃夫假設探討語言與思維。,
questions_seed_300.sql,240,professor,Metonymy is exemplified by ___.,A. 'kick the bucket',B. The crown announced...,C. It's raining cats and dogs,D. Time flies,B,1,B. The crown announced...,The crown 借代王室為 metonymy。,
questions_seed_300.sql,241,professor,A mixed metaphor is problematic because it ___.,A. uses passive voice,B. combines clashing images,C. is too short,D. lacks a thesis,B,1,B. combines clashing images,混合隱喻意象衝突。,
questions_seed_300.sql,242,professor,Zeugma joins ___.,A. two unrelated metaphors,B. one word with two objects in different senses,C. two synonyms,D. subject and object,B,1,B. one word with two objects in different senses,軛式搭配一詞配兩受詞不同義。,
questions_seed_300.sql,243,professor,Chiasmus involves ___.,A. rhyme,B. reversed grammatical structure,C. alliteration,D. omission of vowels,B,1,B. reversed grammatical structure,交錯配列為結構倒序對照。,
questions_seed_300.sql,244,professor,Asyndeton omits ___.,A. verbs,B. subjects,C. conjunctions,D. articles,C,2,C. conjunctions,連珠式省略連接詞。,
questions_seed_300.sql,245,professor,Polysyndeton repeats ___.,A. subjects,B. conjunctions,C. prepositions,D. articles,B,1,B. conjunctions,連綴式重複連接詞。,
questions_seed_300.sql,246,professor,Anaphora is ___.,A. end rhyme,B. repetition at the start of successive clauses,C. use of foreign words,D. inversion only,B,1,B. repetition at the start of successive clauses,首語重複為句首重複。,
questions_seed_300.sql,247,professor,Catachresis refers to ___.,A. correct grammar,B. strained or improper metaphor,C. metrical feet,D. IPA notation,B,1,B. strained or improper metaphor,誤喻為不當或過度延伸隱喻。,
questions_seed_300.sql,248,professor,Synecdoche uses ___.,A. rhyme,B. a part for the whole or vice versa,C. homophones,D. palindrome,B,1,B. a part for the whole or vice versa,提喻以部分代整體或反之。,
questions_seed_300.sql,249,professor,Litotes expresses affirmation through ___.,A. hyperbole,B. double negation or understatement,C. simile,D. allusion,B,1,B. double negation or understatement,曲言法以否定或輕描淡寫表肯定。,
questions_seed_300.sql,250,professor,Pejorative connotation means the word feels ___.,A. neutral,B. positive,C. negative,D. technical,C,2,C. negative,貶義為負面色彩。,
questions_seed_300.sql,251,professor,"If an argument affirms the consequent, it is ___.",A. valid,B. sound,C. formally invalid,D. inductive only,C,2,C. formally invalid,肯定後件為形式謬誤。,
questions_seed_300.sql,252,professor,Denying the antecedent is ___.,A. always valid,B. formally invalid,C. the same as modus ponens,D. a strong analogy,B,1,B. formally invalid,否定前件為無效推論。,
questions_seed_300.sql,253,professor,A deductively valid argument can still be ___.,A. unsound if premises are false,B. always sound,C. inductive,D. self-refuting always,A,0,A. unsound if premises are false,有效論證若前提假仍可 unsound。,
questions_seed_300.sql,254,professor,An ad hoc rescue revises a theory ___.,A. before testing,B. only to protect it from falsification,C. using statistics only,D. through translation,B,1,B. only to protect it from falsification,特設性防衛為免於被否證而補救。,
questions_seed_300.sql,255,professor,Straw man fallacy involves ___.,A. using analogies,B. misrepresenting an opponent's view,C. appealing to pity,D. equivocation only,B,1,B. misrepresenting an opponent's view,稻草人謬誤扭曲對方論點。,
questions_seed_300.sql,256,professor,Equivocation shifts ___.,A. tenses,B. the meaning of a key term,C. font size,D. sample size,B,1,B. the meaning of a key term,歧義謬誤偷換關鍵詞義。,
questions_seed_300.sql,257,professor,Post hoc ergo propter hoc mistakes ___.,A. correlation for authentication,B. sequence for causation,C. cause for correlation,D. definition for example,B,1,B. sequence for causation,後此謬誤把先後當因果。,
questions_seed_300.sql,258,professor,Begging the question ___.,A. asks politely,B. assumes the conclusion in premises,C. uses only empirical data,D. avoids pronouns,B,1,B. assumes the conclusion in premises,循環論證把結論藏於前提。,
questions_seed_300.sql,259,professor,The word 'otiose' most nearly means ___.,A. meticulous,B. superfluous,C. rapid,D. fragrant,B,1,B. superfluous,otiose 意為多餘、無用。,
questions_seed_300.sql,260,professor,The word 'perspicacious' suggests ___.,A. sloppy thinking,B. keen insight,C. physical strength,D. anger,B,1,B. keen insight,perspicacious 表示敏銳洞察。,
questions_seed_300.sql,261,professor,The word 'recalcitrant' fits ___.,A. a willing volunteer,B. a stubborn resistor,C. a transparent liquid,D. a cheap fabric,B,1,B. a stubborn resistor,recalcitrant 形容頑抗不服。,
questions_seed_300.sql,262,professor,The word 'sycophant' denotes ___.,A. a wise teacher,B. a servile flatterer,C. a neutral judge,D. a brave pioneer,B,1,B. a servile flatterer,sycophant 為阿諛奉承者。,
questions_seed_300.sql,263,professor,The word 'laconic' describes speech that is ___.,A. lengthy,B. brief,C. loud,D. archaic,B,1,B. brief,laconic 表示簡潔寡言。,
